,Unnamed: 0,num_prom,last_gift,months_since_donate,avg_gift,target,log_largest_gift,sqrt_largest_gift,inv_largest_gift,boxcox_largest_gift,sigmoid_largest_gift,log_avg_gift,sqrt_avg_gift,inv_avg_gift,boxcox_avg_gift,abs_avg_gift,sigmoid_avg_gift,target,type
13,13,24,16.0,36,13.0,0,2.833213344056216,4.0,0.058823529411764705,1.8417213403846995,0.9999998874648379,2.6390573296152584,3.605551275463989,0.07142857142857142,1.7739324475057978,13.0,0.999997739675702,0,train
14,14,18,5.0,28,6.0,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.9459101490553132,2.449489742783178,0.14285714285714285,1.4434255418226412,6.0,0.9975273768433653,0,train
15,15,79,10.0,17,9.6875,1,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.3690748342628787,3.112474899497183,0.0935672514619883,1.6539419395021635,9.6875,0.9999379495039771,1,train
16,16,77,5.0,32,5.071428571,1,2.0794415416798357,2.6457513110645907,0.125,1.5053162703195095,0.9990889488055994,1.8035939268044696,2.2519832528240524,0.16470588236456746,1.3658880978062782,5.071428571,0.9937656591707013,1,dev
17,17,26,16.0,29,12.0,1,2.833213344056216,4.0,0.058823529411764705,1.8417213403846995,0.9999998874648379,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7420340959930813,12.0,0.9999938558253978,1,train
18,18,74,10.0,33,9.764705882,1,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.376272808752418,3.124852937659627,0.09289617486643376,1.6572790486140878,9.764705882,0.9999425596375976,1,train
19,19,59,4.0,25,4.066666667,1,1.9459101490553132,2.449489742783178,0.14285714285714285,1.4365127573687562,0.9975273768433653,1.6226831392499104,2.0165977950498704,0.19736842103964683,1.2620194262799491,4.066666667,0.9831542341175399,1,train
20,20,25,9.0,30,8.0,0,2.4849066497880004,3.3166247903554,0.08333333333333333,1.696611544985197,0.999983298578152,2.1972245773362196,2.8284271247461903,0.1111111111111111,1.5719138671287765,8.0,0.9996646498695336,0,train
21,21,66,10.0,31,12.0,0,3.091042453358316,4.58257569495584,0.045454545454545456,1.9389045056104801,0.9999999992417439,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7420340959930813,12.0,0.9999938558253978,0,dev
22,22,26,8.0,28,6.333333333,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.9924301646447515,2.5166114783573565,0.13636363636983473,1.468005307996939,6.333333333,0.9982270454046179,1,dev
23,23,46,14.0,32,12.33333333,1,2.70805020110221,3.7416573867739413,0.06666666666666667,1.7914826565518542,0.9999991684719722,2.5902671651958267,3.5118845838096675,0.07500000001875,1.7530178963619425,12.33333333,0.9999955974988375,1,train
24,24,67,10.0,29,11.31818182,0,2.833213344056216,4.0,0.058823529411764705,1.8417213403846995,0.9999998874648379,2.5110763676689865,3.3642505584453724,0.08118081179613568,1.718360018803563,11.31818182,0.9999878501528672,0,train
25,25,84,20.0,30,8.8,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.2823823856765264,2.9664793948382653,0.1020408163265306,1.6131324806919842,8.8,0.9998492896419403,0,train
26,26,69,5.0,32,4.75862069,0,2.302585092994046,3.0,0.1,1.6137476074342085,0.9998766054240137,1.7506979824901614,2.18142629717348,0.17365269460038008,1.3361454473668373,4.75862069,0.9914955144679142,0,dev
27,27,57,20.0,37,13.55555556,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.677972746170276,3.6817870063326588,0.06870229005535808,1.7903786687840364,13.55555556,0.9999987031299583,0,train
28,28,25,10.0,29,7.5,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.1400661634962708,2.7386127875258306,0.11764705882352941,1.5436029724644689,7.5,0.9994472213630764,1,train
29,29,44,25.0,36,18.33333333,1,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,2.961830721705896,4.281744192499127,0.05172413793995244,1.9042693699302329,18.33333333,0.9999999890872427,1,dev
30,30,39,100.0,37,100.0,0,4.61512051684126,10.0,0.009900990099009901,2.371614296267516,1.0,4.61512051684126,10.0,0.009900990099009901,2.3945921676112474,100.0,1.0,0,train
31,31,73,10.0,37,8.777777778,1,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7314472686883406,0.9999938558253978,2.2801122371647145,2.9627314724760327,0.10227272727040289,1.6120483586387175,8.777777778,0.9998459035551508,1,train
32,32,21,20.0,31,17.5,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.917770732084279,4.183300132670378,0.05405405405405406,1.8872708079577134,17.5,0.999999974890009,0,dev
33,33,74,10.0,31,9.75862069,1,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.3757073578550596,3.123879109376674,0.09294871794573882,1.6570171770761468,9.75862069,0.9999422090565694,1,train
34,34,68,6.0,32,5.52631579,0,2.1972245773362196,2.8284271247461903,0.1111111111111111,1.5635428175182224,0.9996646498695336,1.8758425865192416,2.3508117300200797,0.15322580643925598,1.4056976816806532,5.52631579,0.9960351549965278,0,dev
35,35,21,6.0,28,7.6,1,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7314472686883406,0.9999938558253978,2.151762203259462,2.756809750418044,0.11627906976744186,1.5494388294422234,7.6,0.9994997988929205,1,dev
36,36,28,20.0,29,12.0,1,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7420340959930813,12.0,0.9999938558253978,1,train
37,37,128,10.0,17,5.28358209,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.8379402143626744,2.2986043787481134,0.15914489310029845,1.3849293910382365,5.28358209,0.9949513958578662,0,train
38,38,56,10.0,33,7.272727273,0,2.4849066497880004,3.3166247903554,0.08333333333333333,1.696611544985197,0.999983298578152,2.1129642337514465,2.6967994499035335,0.12087912087513585,1.5299948994600965,7.272727273,0.9993062655088387,0,train
39,39,32,15.0,32,10.8,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.468099531471619,3.286335345030997,0.0847457627118644,1.699175632950672,10.8,0.9999796009127201,0,dev
40,40,41,10.0,33,7.8,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.174751721484161,2.792848008753788,0.11363636363636363,1.560845430538238,7.8,0.9995904328350139,0,train
41,41,37,25.0,31,12.6,1,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,2.6100697927420065,3.5496478698597698,0.07352941176470588,1.7615464348148526,12.6,0.9999966279961363,1,dev
42,42,24,6.0,29,5.8,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.916922612182061,2.4083189157584592,0.14705882352941177,1.427921007465781,5.8,0.9969815836752917,1,train
43,43,37,13.0,32,10.33333333,0,2.8903717578961645,4.123105625617661,0.05555555555555555,1.863983780981746,0.9999999586006244,2.427748235653934,3.2145502531458425,0.08823529414359861,1.6809184928507346,10.33333333,0.9999674705869159,0,train
44,44,24,10.0,31,8.5,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.2512917986064953,2.9154759474226504,0.10526315789473684,1.5982154561120696,8.5,0.9997965730219448,1,train
45,45,85,7.0,24,5.1,1,2.0794415416798357,2.6457513110645907,0.125,1.5053162703195095,0.9990889488055994,1.8082887711792655,2.258317958127243,0.1639344262295082,1.3685033986293786,5.1,0.9939401985084158,1,train
46,46,37,6.0,28,9.6,1,2.833213344056216,4.0,0.058823529411764705,1.8417213403846995,0.9999998874648379,2.3608540011180215,3.0983866769659336,0.09433962264150944,1.6501210832774313,9.6,0.9999322758503804,1,train
47,47,48,20.0,37,15.4,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.797281334830153,3.924283374069717,0.06097560975609757,1.8395270360882943,15.4,0.9999997949475846,0,dev
48,48,28,10.0,28,7.285714286,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.1145328615255887,2.6992062325802375,0.12068965516825207,1.5307857805996175,7.285714286,0.9993152106668902,1,train
49,49,24,10.0,32,7.5,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.1400661634962708,2.7386127875258306,0.11764705882352941,1.5436029724644689,7.5,0.9994472213630764,1,train
50,50,28,15.0,36,12.33333333,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.5902671651958267,3.5118845838096675,0.07500000001875,1.7530178963619425,12.33333333,0.9999955974988375,0,train
51,51,46,10.0,28,6.0,1,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,1.9459101490553132,2.449489742783178,0.14285714285714285,1.4434255418226412,6.0,0.9975273768433653,1,train
52,52,69,10.0,32,7.384615385,0,2.4849066497880004,3.3166247903554,0.08333333333333333,1.696611544985197,0.999983298578152,2.1263985248134785,2.717464882017797,0.11926605504040064,1.5367552878704245,7.384615385,0.9993796557063943,0,dev
53,53,80,7.0,30,6.181818182,1,2.302585092994046,3.0,0.1,1.6137476074342085,0.9998766054240137,1.9715525796939675,2.4863262420688077,0.13924050632558885,1.457020033797156,6.181818182,0.997937595443045,1,train
54,54,22,30.0,37,30.0,1,3.4339872044851463,5.477225575051661,0.03225806451612903,2.0560159228910817,0.9999999999999065,3.4339872044851463,5.477225575051661,0.03225806451612903,2.071978634886502,30.0,0.9999999999999065,1,train
55,55,22,15.0,33,12.5,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.6026896854443837,3.5355339059327378,0.07407407407407407,1.7583743857925782,12.5,0.9999962733607158,0,train
56,56,61,4.0,32,3.4,0,1.791759469228055,2.23606797749979,0.16666666666666666,1.3532276122535851,0.9933071490757153,1.4816045409242156,1.8439088914585775,0.22727272727272727,1.1766879679148021,3.4,0.9677045353015494,0,train
57,57,23,10.0,28,8.0,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.1972245773362196,2.8284271247461903,0.1111111111111111,1.5719138671287765,8.0,0.9996646498695336,1,train
58,58,54,25.0,21,25.0,0,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,3.258096538021482,5.0,0.038461538461538464,2.0124800398714684,25.0,0.999999999986112,0,dev
59,59,70,5.0,31,4.5,0,1.9459101490553132,2.449489742783178,0.14285714285714285,1.4365127573687562,0.9975273768433653,1.7047480922384253,2.1213203435596424,0.18181818181818182,1.3098915144738943,4.5,0.9890130573694068,0,train
60,60,99,5.0,26,7.612903226,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.153261453937575,2.7591490039503124,0.11610486891124858,1.5501852979669588,7.612903226,0.9995062084727597,0,train
61,61,34,7.0,28,6.555555556,0,2.302585092994046,3.0,0.1,1.6137476074342085,0.9998766054240137,2.022283127898711,2.5603819160429953,0.13235294116868512,1.4835846821751764,6.555555556,0.9985798272192437,0,train
62,62,29,5.0,29,4.875,1,1.9459101490553132,2.449489742783178,0.14285714285714285,1.4365127573687562,0.9975273768433653,1.7707060600302227,2.207940216581962,0.1702127659574468,1.3474556866913316,4.875,0.9924227587321393,1,dev
63,63,81,10.0,31,8.0625,0,2.6390573296152584,3.605551275463989,0.07142857142857142,1.7628912081492714,0.999997739675702,2.204145020180793,2.839454172900137,0.1103448275862069,1.5753061587915873,8.0625,0.9996849613059188,0,train
64,64,42,8.0,29,6.857142857,0,2.4849066497880004,3.3166247903554,0.08333333333333333,1.696611544985197,0.999983298578152,2.061423036158976,2.6186146828046315,0.12727272727504133,1.5037836819326116,6.857142857,0.9989491902475716,0,train
65,65,76,15.0,37,10.81818182,1,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.469639177811058,3.2891004575719482,0.08461538460236687,1.699867537327605,10.81818182,0.9999799684464824,1,dev
66,66,71,9.0,31,6.208333333,1,2.302585092994046,3.0,0.1,1.6137476074342085,0.9998766054240137,1.9752377641035905,2.4916527312207855,0.13872832370583715,1.4589644918021323,6.208333333,0.9979914533927733,1,dev
67,67,39,10.0,30,7.777777778,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.1722232751561186,2.788866755153426,0.11392405063002722,1.5595950572875008,7.777777778,0.9995812333156485,0,train
68,68,22,20.0,37,12.5,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.6026896854443837,3.5355339059327378,0.07407407407407407,1.7583743857925782,12.5,0.9999962733607158,0,train
69,69,17,25.0,37,25.0,0,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,3.258096538021482,5.0,0.038461538461538464,2.0124800398714684,25.0,0.999999999986112,0,train
70,70,27,10.0,31,7.5,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.1400661634962708,2.7386127875258306,0.11764705882352941,1.5436029724644689,7.5,0.9994472213630764,1,train
71,71,82,9.0,32,7.5625,1,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7314472686883406,0.9999938558253978,2.1473922035883435,2.75,0.11678832116788321,1.547260961259374,7.5625,0.999480695135505,1,train
72,72,85,6.0,29,5.517241379,0,2.1972245773362196,2.8284271247461903,0.1111111111111111,1.5635428175182224,0.9996646498695336,1.8744511850255492,2.3488808779927517,0.15343915344646009,1.4049397753789716,5.517241379,0.995999157226006,0,train
73,73,26,10.0,30,7.8,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.174751721484161,2.792848008753788,0.11363636363636363,1.560845430538238,7.8,0.9995904328350139,1,train
74,74,71,13.0,32,6.461538462,0,2.6390573296152584,3.605551275463989,0.07142857142857142,1.7628912081492714,0.999997739675702,2.009761621103702,2.5419556372997545,0.1340206185484111,1.4770684211174554,6.461538462,0.9984400470726019,0,train
75,75,72,20.0,28,11.6,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.533696813957432,3.40587727318528,0.07936507936507936,1.728350749611981,11.6,0.9999908339962802,0,dev
76,76,24,7.0,30,6.2,0,2.0794415416798357,2.6457513110645907,0.125,1.5053162703195095,0.9990889488055994,1.9740810260220096,2.4899799195977463,0.1388888888888889,1.4583543981949953,6.2,0.9979746796109501,0,train
77,77,20,12.0,31,10.66666667,0,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7314472686883406,0.9999938558253978,2.456735773107018,3.2659863242212146,0.08571428568979592,1.6940581653366384,10.66666667,0.9999766914422362,0,train
78,78,20,50.0,37,50.0,1,3.9318256327243257,7.0710678118654755,0.0196078431372549,2.204118460240815,1.0,3.9318256327243257,7.0710678118654755,0.0196078431372549,2.2231142056807864,50.0,1.0,1,train
79,79,81,8.0,31,6.555555556,1,2.8903717578961645,4.123105625617661,0.05555555555555555,1.863983780981746,0.9999999586006244,2.022283127898711,2.5603819160429953,0.13235294116868512,1.4835846821751764,6.555555556,0.9985798272192437,1,train
80,80,24,10.0,28,7.75,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.169053700369523,2.7838821814150108,0.11428571428571428,1.558026184222298,7.75,0.9995694429186754,0,train
81,81,40,20.0,35,13.5,1,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.6741486494265287,3.6742346141747673,0.06896551724137931,1.7887717210260143,13.5,0.999998629042793,1,train
82,82,60,40.0,30,14.30769231,0,3.713572066704308,6.324555320336759,0.024390243902439025,2.142168883675653,1.0,2.7283554674137096,3.7825510320417357,0.0653266331559809,1.8113654481697818,14.30769231,0.9999993887091214,0,train
83,83,60,15.0,31,6.068965517,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,1.9557141491177878,2.4635270481567684,0.1414634146389768,1.4486365323273527,6.068965517,0.9976917749124246,0,dev
84,84,53,15.0,29,12.0,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7420340959930813,12.0,0.9999938558253978,0,train
85,85,38,10.0,33,6.727272727,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.0447559836566516,2.593698657708717,0.12941176471044982,1.4952135897385288,6.727272727,0.9988036377748115,1,train
86,86,26,15.0,31,15.0,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.772588722239781,3.872983346207417,0.0625,1.8295103924706122,15.0,0.999999694097773,0,train
87,87,83,15.0,29,8.428571429,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.243744593016567,2.903200204774035,0.10606060605578513,1.5945716442682925,8.428571429,0.9997815142883741,0,dev
88,88,30,7.0,34,5.333333333,0,2.0794415416798357,2.6457513110645907,0.125,1.5053162703195095,0.9990889488055994,1.8458266904456992,2.309401076686334,0.15789473685041552,1.3892717566835322,5.333333333,0.9951952471112466,0,train
89,89,44,15.0,32,10.33333333,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.427748235653934,3.2145502531458425,0.08823529414359861,1.6809184928507346,10.33333333,0.9999674705869159,0,train
90,90,20,15.0,37,10.0,1,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6672569344367603,10.0,0.9999546021312976,1,train
91,91,53,10.0,34,4.583333333,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.7197859695432642,2.1408720963663384,0.17910447762263312,1.3185266178271606,4.583333333,0.989882637021686,1,train
92,92,15,15.0,37,15.0,1,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.772588722239781,3.872983346207417,0.0625,1.8295103924706122,15.0,0.999999694097773,1,train
93,93,78,5.0,31,5.127659575,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.812812878512693,2.264433610199248,0.16319444443027825,1.3710198282238135,5.127659575,0.9941045386287302,1,train
94,94,113,15.0,17,13.73913044,1,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,2.690505891805283,3.7066333026076372,0.06784660764560002,1.7956313675521878,13.73913044,0.9999989206283799,1,dev
95,95,34,25.0,37,14.25,1,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,2.7245795030534206,3.774917217635375,0.06557377049180328,1.8098044282808212,14.25,0.9999993524052017,1,dev
96,96,46,10.0,30,7.285714286,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.1145328615255887,2.6992062325802375,0.12068965516825207,1.5307857805996175,7.285714286,0.9993152106668902,1,train
97,97,45,15.0,36,7.833333333,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.178532444286331,2.798809270564895,0.11320754717408332,1.5627131727332833,7.833333333,0.9996038547245393,0,train
98,98,41,8.0,31,8.95,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.2975725511705014,2.9916550603303182,0.10050251256281408,1.62036614736701,8.95,0.9998702796695016,0,train
99,99,34,20.0,30,10.0,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6672569344367603,10.0,0.9999546021312976,0,dev
100,100,78,10.0,37,7.275862069,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.113343093359684,2.6973805940207995,0.12083333333282985,1.530185952222438,7.275862069,0.999308435318258,0,dev
101,101,92,14.0,37,8.454545455,0,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.246495626391079,2.9076701076635225,0.10576923076414571,1.5959008828654777,8.454545455,0.9997871149826542,0,train
102,102,39,25.0,36,10.44444444,0,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,2.437504410505067,3.231786570923272,0.08737864081063249,1.6853546234503598,10.44444444,0.9999708913026119,0,train
103,103,59,10.0,37,8.9375,1,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.2963154799804504,2.9895651857753496,0.10062893081761007,1.6197688711553364,8.9375,0.9998686482029348,1,train
104,104,37,8.0,30,5.5,0,2.1972245773362196,2.8284271247461903,0.1111111111111111,1.5635428175182224,0.9996646498695336,1.8718021769015913,2.345207879911715,0.15384615384615385,1.4034958970453775,5.5,0.995929862284104,0,train
105,105,45,17.0,35,10.0,0,2.8903717578961645,4.123105625617661,0.05555555555555555,1.863983780981746,0.9999999586006244,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6672569344367603,10.0,0.9999546021312976,0,train
106,106,46,5.0,28,4.4,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.6863989535702288,2.0976176963403033,0.18518518518518517,1.299297862386538,4.4,0.9878715650157257,0,train
107,107,76,10.0,35,9.303030303,1,2.6390573296152584,3.605551275463989,0.07142857142857142,1.7628912081492714,0.999997739675702,2.3324380561407856,3.050086933679104,0.09705882352969723,1.6368353415652017,9.303030303,0.9999088606994353,1,train
108,108,67,10.0,30,7.043478261,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.0848616091653915,2.6539552108127222,0.12432432432230825,1.5157576171009624,7.043478261,0.9991276771524343,0,train
109,109,79,24.0,36,13.27272727,1,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,2.6583505323588548,3.6431754377191337,0.0700636942809039,1.782111952971946,13.27272727,0.9999982792133048,1,train
110,110,21,20.0,32,20.0,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,3.044522437723423,4.47213595499958,0.047619047619047616,1.9355245486712902,20.0,0.9999999979388463,0,train
111,111,48,12.0,33,8.111111111,1,2.5649493574615367,3.4641016151377544,0.07692307692307693,1.7314472686883406,0.9999938558253978,2.2094946699158386,2.84800124841967,0.10975609756231411,1.5779232652947068,8.111111111,0.9996999049352792,1,dev
112,112,48,15.0,34,10.4,1,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.4336133554004498,3.22490309931942,0.08771929824561403,1.683587042305305,10.4,0.9999695684430994,1,train
113,113,53,6.0,31,5.631578947,0,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,1.8918429277294821,2.3730948036266906,0.15079365080202822,1.4143886717346006,5.631578947,0.9964298778114209,0,train
114,114,72,25.0,31,20.94444444,1,3.58351893845611,5.916079783099616,0.027777777777777776,2.1030795504796007,0.9999999999999993,3.0885140068024257,4.576510072096422,0.04556962026239384,1.951814051378791,20.94444444,0.9999999991984265,1,train
115,115,46,15.0,30,15.25,0,3.258096538021482,5.0,0.038461538461538464,1.9976048541264817,0.999999999986112,2.7880929087757464,3.905124837953327,0.06153846153846154,1.8358090773018128,15.25,0.9999997617630899,0,dev
116,116,39,20.0,30,11.75,0,3.044522437723423,4.47213595499958,0.047619047619047616,1.9219746301768261,0.9999999979388463,2.545531271604435,3.427827300200522,0.0784313725490196,1.7335485524872247,11.75,0.9999921107374138,0,train
117,117,24,13.0,34,13.0,0,2.833213344056216,4.0,0.058823529411764705,1.8417213403846995,0.9999998874648379,2.6390573296152584,3.605551275463989,0.07142857142857142,1.7739324475057978,13.0,0.999997739675702,0,train
118,118,35,10.0,32,7.7,1,2.3978952727983707,3.1622776601683795,0.09090909090909091,1.6576860754190867,0.9999546021312976,2.163323025660538,2.7748873851023217,0.1149425287356322,1.5551855275602149,7.7,0.9995473777767595,1,train
119,119,28,15.0,37,9.666666667,1,2.772588722239781,3.872983346207417,0.0625,1.8176461546235168,0.999999694097773,2.3671236141628667,3.1091263510832103,0.09374999999707032,1.6530359776130725,9.666666667,0.9999366433082714,1,dev
